,FIGHTER,DOB,HEIGHT,REACH,STANCE,FIGHTER_ID
749,Nick Hein,1984-04-24,167.64,167.64,SOU,2816ced060a21be3
750,Ian Heinisch,1988-08-05,180.34,182.88,ORT,2e585c701f72fe55
751,Marcin Held,1992-01-18,175.26,180.34,ORT,bf43fed8f29e1671
752,Delson Heleno,1977-11-16,180.34,182.88,ORT,970beed85bc46b63
753,Matt Helm,1980-10-11,180.34,180.34,,cacfd51b8e97ace0
754,Elisha Helsper,1983-02-06,167.64,167.64,ORT,0971be7d94e109e1
755,Dan Henderson,1970-08-24,180.34,187.96,ORT,1ccf4e7caff270df
756,Benson Henderson,1983-11-16,175.26,177.8,SOU,2676b28836a5a836
757,Ron Henderson,1986-04-28,177.8,160.02,,498f0d066396ec59
758,Josh Hendricks,1976-08-28,187.96,187.96,SOU,7649c4c95b824488
759,Johny Hendricks,1983-09-12,175.26,175.26,SOU,0941df56f6ac954b
760,Cory Hendricks,1988-05-10,190.5,195.58,,9ab9912e0f8fa6d6
761,Luis Henrique,1993-08-21,187.96,187.96,ORT,e5bda12faabfc850
762,Diego Henrique da Silva,1986-08-22,187.96,187.96,ORT,1649770c649db6a5
763,Danny Henry,1988-07-17,182.88,185.42,ORT,f7d73e452b064bf2
764,TJ Hepburn,1989-03-14,170.18,182.88,,e1acbb6352ca3551
765,Jai Herbert,1988-05-13,185.42,195.58,ORT,4c88a1db5a46c6a4
766,Ed Herman,1980-10-02,185.42,195.58,ORT,06f36cf4bd97ec77
767,Dave Herman,1984-10-03,193.04,195.58,ORT,cbd6f1abf955e628
768,Jack Hermansson,1988-06-10,185.42,195.58,ORT,0a1942069c9ad6b6
769,Noe Hernandez,,,,ORT,df2cf66d8c0123db
770,Joe Hernandez,,,,,4a76daef28549957
771,Seth Baczynski,1981-10-26,190.5,190.5,ORT,fd5b6598a3b70c0a
772,Ryan Bader,1983-06-07,187.96,187.96,ORT,c0ab242c40decc55
773,Izabela Badurek,1991-07-11,165.1,165.1,ORT,4fcf6e0c4e0e6664
774,Miguel Baeza,1992-08-23,187.96,187.96,ORT,82d4c957649faf9b
775,Ali Bagautinov,1985-06-10,162.56,165.1,ORT,3dd92ff9fb0412b3
776,Mehdi Baghdad,1985-04-13,185.42,190.5,ORT,e4d2564ea0e34e2b
777,Melsik Baghdasaryan,1992-01-28,175.26,177.8,SOU,a52bc1e62cf0b7c6
778,Siyar Bahadurzada,1984-04-17,180.34,185.42,ORT,aec185309b4843d0
779,Ignacio Bahamondes,1997-08-27,185.42,187.96,,e4a47b07044ddd72
780,Shamar Bailey,1982-09-22,175.26,190.5,SOU,e2b8186b618b00c4
781,Jordan Bailey,1993-05-10,175.26,175.26,,34dbcd4dbaf21a36
782,Scott Baker,,182.88,182.88,,7d5b12de1625984e
783,Bryan Baker,1985-10-13,190.5,195.58,ORT,898337ef520fe4d3
784,Oluwale Bamgbose,1987-08-04,180.34,198.12,SWI,04b39f4e8eb59d7c
785,Stephen Banaszak,1990-12-07,182.88,187.96,,4c4b44e3cf5815b3
786,Marcin Bandel,1989-10-10,177.8,177.8,ORT,5c2ce761399dc9c5
787,Humberto Bandenay,1994-09-04,180.34,180.34,SOU,2c2caf2f2bab9df5
788,Tae Hyun Bang,1983-04-15,175.26,180.34,SWI,9a2d3567abc02e34
789,Yohan Banks,,,,,c50ea21fe9ef478d
790,Antonio Banuelos,1979-09-23,165.1,160.02,ORT,9ddfb3369a3b0394
791,Renan Barao,1987-01-31,167.64,177.8,ORT,2c99576fefe53c7c
792,Junior Barata,1982-01-25,177.8,177.8,ORT,06dced58ca24a6bd
793,Maycee Barber,1998-05-18,165.1,165.1,SWI,6a740daf1b279661
794,Bryan Barberena,1989-05-03,182.88,182.88,SOU,a331233f597090a5
795,Edson Barboza,1986-01-21,180.34,190.5,ORT,64a50dad704d1d49
796,Raoni Barcelos,1987-05-01,170.18,170.18,ORT,b9f28e7045fdfce7
797,Luke Barnatt,1988-04-13,198.12,195.58,ORT,172c2135e70f87b7
798,James Barnes,,172.72,182.88,,c06a5c95f1169c0b
799,Nick Barnes,1990-08-16,180.34,185.42,,78a5eea49638685d
800,Josh Barnett,1977-11-10,190.5,198.12,ORT,ad3f53c454cbbead
801,Chris Barnhizer,1987-10-25,180.34,180.34,,91e69a1c3c87325b
802,David Baron,1973-02-15,167.64,167.64,SWI,80c0bed43da0e27b
803,Phil Baroni,1976-04-16,175.26,182.88,ORT,1652f3213655b935
804,Dan Barrera,1980-12-23,175.26,175.26,ORT,f12f979b657ab876
805,Carlos Barreto,1968-07-22,193.04,193.04,ORT,a220be6d41d6f97d
806,Jose Barreto,,,,SOU,c32eab6c2119e989
807,Peter Barrett,1986-08-10,177.8,185.42,SOU,d21113c9ff3788ae
808,Marc-Andre Barriault,1990-02-18,185.42,187.96,ORT,8e9eb3fc86db0f7d
809,David Barrios,,167.64,167.64,,e6015889f50075d2
810,Alexandre Barros,1976-11-19,175.26,175.26,SOU,8fd1f27e86661ede
811,Ricardo Barros,1976-03-22,185.42,185.42,,d26394fc0e8e880a
812,Francimar Barroso,1980-02-28,185.42,190.5,ORT,b69f24c500d783e7
813,Pat Barry,1979-07-07,180.34,187.96,ORT,658c3465581ae46b
814,Enrique Barzola,1989-04-28,170.18,177.8,ORT,be0b310a12eb80b4
815,Stephen Bass,1982-11-14,175.26,185.42,ORT,1cecc8fe6748a532
816,Sean Bassett,,,,,2c733e059462c1dc
817,Ryan Bastianelli,1979-09-07,165.1,165.1,,29508aff4d93cbbe
818,Shayna Baszler,1980-08-08,170.18,170.18,ORT,8ef4a91ac694b7ce
819,Batgerel Danaa,1989-07-04,170.18,177.8,ORT,3b0a516d2921e0d6
820,Michel Batista,1984-04-20,190.5,204.47,ORT,34218661c44ed55d
821,Alan Baudot,1988-02-01,190.5,200.66,ORT,c9a94278df042f46
822,Mario Bautista,1993-07-01,175.26,175.26,SWI,bc711b6dd95c1af6
823,Chris Beal,1985-08-06,170.18,175.26,ORT,55f446032177b119
824,Rudy Bears,1979-01-19,180.34,180.34,SOU,74f13066b1417ef3
825,Salvador Becerra,1995-10-31,175.26,187.96,,4fd76e7ba8313457
826,Ariel Beck,1990-09-16,167.64,167.64,SOU,b96939f2b8d88e82
827,Jeff Bedard,1970-02-06,167.64,167.64,ORT,93bf96be327fcd98
828,Eric Bedard,1984-09-11,187.96,190.5,,ce05955c26c3c090
829,Johnny Bedford,1983-01-06,177.8,180.34,ORT,ffc3e6daaa6da0b7
830,Chase Beebe,1985-03-29,170.18,170.18,ORT,b16a7e6a627e9789
831,Lyle Beerbohm,1979-02-05,177.8,177.8,SOU,babc6b5745335f18
832,Mirsad Bektic,1991-02-16,172.72,177.8,ORT,cbd3e590a85b18c5
833,Ramiro Hernandez,1986-07-22,175.26,176.53,ORT,915c8d39d4a0e7d1
834,Alexander Hernandez,1992-10-01,175.26,182.88,ORT,262a7d06203657e6
835,Anthony Hernandez,1993-10-18,182.88,190.5,ORT,093e1f5bb73850be
836,Nohelin Hernandez,1994-03-01,177.8,180.34,ORT,f97c5433c77522d3
837,Paul Herrera,,177.8,177.8,ORT,440c9dbab63528fb
838,Chris Herrera,1984-04-23,177.8,177.8,,f71028a6e5128856
839,Geane Herrera,1990-05-27,165.1,167.64,ORT,c169545ab0825f44
840,Alvaro Herrera Mendoza,1990-05-14,182.88,187.96,ORT,74d35fbc9c6a61bd
841,Felice Herrig,1984-09-18,162.56,165.1,ORT,b6850671a008bf9a
842,Heath Herring,1978-03-02,193.04,198.12,ORT,7450525c7ba032a0
843,Jon Hess,,200.66,200.66,,32a3025d5db456ae
844,Clint Hester,1986-11-21,187.96,195.58,ORT,92b62174c175ce19
845,Brandon Hester,1986-05-11,185.42,187.96,,13150cf89a5b81e0
846,Jimy Hettes,1987-06-09,175.26,180.34,SOU,893d51aaf024eddd
847,Conor Heun,1979-02-11,177.8,182.88,ORT,fdb02029556ff4ed
848,Marcus Hicks,1975-11-25,167.64,162.56,SOU,e69c5ce12f4e762b
849,Jay Hieron,1976-07-29,182.88,190.5,ORT,5bb0a618ad03ac64
850,Lee Higgins,1980-07-14,177.8,187.96,,88432fe79d5091d9
851,Jason High,1981-10-12,172.72,185.42,SOU,e5d03e4d966126bd
852,Richie Hightower,1974-11-26,172.72,172.72,ORT,318e629d1eb7aa49
853,Alex Higley,,177.8,177.8,,2af2d675f7d847e3
854,Corey Hill,1978-10-03,193.04,203.2,ORT,abbc737317f66b81
855,Isaiah Hill,,177.8,177.8,,86b30a86664cb6e4
856,Angela Hill,1985-01-12,160.02,162.56,ORT,f0feeb2192937424
857,Tyler Hill,1991-08-10,190.5,198.12,SWI,006efbb0c1621fd7
858,Jamahal Hill,1991-05-19,193.04,200.66,SOU,5444c5a201d3ee5a
859,Kailan Hill,1994-12-01,185.42,195.58,SOU,bc7efc037c5f6550
860,Branden Lee Hinkle,1973-07-29,190.5,190.5,ORT,06f0ffa6446c5b6d
861,Hatsu Hioki,1983-07-18,180.34,185.42,ORT,ef7fa30364cbe7f2
862,Alan Hiro,1986-04-04,165.1,165.1,ORT,483b3170b3c05cf0
863,Kuniyoshi Hironaka,1976-06-17,177.8,177.8,ORT,9d4522df6fc49a47
864,Mizuto Hirota,1981-05-05,170.18,170.18,ORT,35faad160d346839
865,Yuji Hisamatsu,1971-09-18,177.8,177.8,,8332a607df696345
866,Kwan Ho Kwak,1989-06-18,165.1,177.8,SWI,c13042265355a290
867,Matt Hobar,1987-01-07,177.8,177.8,SOU,b57edace7b647f07
868,Bobby Hoffman,1968-10-28,187.96,187.96,ORT,afaad7d6a581e307
869,Sam Hoger,1980-06-28,187.96,187.96,ORT,84a067c46306a737
870,Andrew Holbrook,1986-02-06,180.34,177.8,SOU,66ab58d0b3783607
871,Sean Holden,1984-09-17,177.8,175.26,,acbb9c76f5894e36
872,Chris Holdsworth,1987-10-24,180.34,180.34,,fc60ecf0671b9489
873,Kevin Holland,1992-11-05,190.5,205.74,ORT,3a46b268013afede
874,Roger Hollett,1978-10-08,180.34,177.8,ORT,27d65e9d0fba61ea
875,Max Holloway,1991-12-04,180.34,175.26,ORT,150ff4cc642270b9
876,Gabrielle Holloway,1990-04-15,160.02,166.37,,e30715382f42b772
877,Jeremie Holloway,1984-09-29,182.88,181.61,,ee28aa7f1043756c
878,Holly Holm,1981-10-17,172.72,175.26,SOU,634e2fb70bde3fd5
879,Rex Holman,,190.5,190.5,SOU,b5ea750025697880
880,Kurt Holobaugh,1986-09-08,180.34,177.8,ORT,a7151778b3381036
881,Paddy Holohan,1988-05-03,177.8,175.26,ORT,6e7c758f5cdec01a
882,Ben Holscher,,180.34,180.34,,6070f16bcfd89fcf
883,Mark Holst,1985-08-14,182.88,182.88,ORT,c11f50e9c1513ce9
884,Scott Holtzman,1983-09-30,175.26,175.26,ORT,df1eb4354d18a906
885,Sabah Homasi,1988-10-19,182.88,182.88,ORT,71f048adbfed5b49
886,Mark Hominick,1982-07-22,172.72,172.72,ORT,0a97691039c4bbfb
887,Barb Honchak,1979-08-30,162.56,165.1,ORT,472f6f6e6d962f40
888,Chris Honeycutt,1988-07-25,177.8,185.42,,4d2e3320d815f687
889,Satoshi Honma,1968-05-19,185.42,185.42,ORT,d2b1c1317a39f6c6
890,David Hood,,182.88,182.88,,5af480a3b2e1726b
891,Lorenzo Hood,1989-03-02,190.5,198.12,,7f9abc4db2d05764
892,Dan Hooker,1990-02-13,182.88,190.5,SWI,193b9d1858bc4df3
893,Diana Belbita,1996-06-26,170.18,172.72,ORT,d7e40dca3ae125be
894,Alan Belcher,1984-04-24,187.96,190.5,ORT,4130a743d9d22163
895,Vitor Belfort,1977-04-01,182.88,187.96,SOU,0ee783aa00e468f0
896,Danilo Belluardo,1994-07-21,182.88,187.96,SOU,c3f6db17cea09ca7
897,Joey Beltran,1981-12-08,185.42,190.5,ORT,46baf0f57edfa4df
898,Marco Beltran,1986-05-18,172.72,175.26,ORT,ec71a892fada28c7
899,Joseph Benavidez,1984-07-31,162.56,165.1,SOU,80eacd4da0617c57
900,Mike Bencic,1966-07-03,182.88,182.88,ORT,a71feb7ea7592a71
901,Dave Beneteau,1968-07-16,187.96,187.96,ORT,9fd1f08dd4aec14a
902,Karla Benitez,1979-02-15,160.02,160.02,,6104730621ff318d
903,Gabriel Benitez,1988-06-15,172.72,180.34,SOU,436f970c9ea9169c
904,Charles Bennett,1979-11-23,172.72,172.72,ORT,8dc4f34c1f50d00d
905,Josh Bennett,,193.04,193.04,ORT,c3ac8d0da7b05772
906,DeAnna Bennett,1984-11-18,162.56,172.72,ORT,404ecb2700844072
907,Lance Benoist,1988-08-26,180.34,182.88,SOU,5431dccc09118234
908,Joe Benoit,1982-03-12,175.26,175.26,ORT,a30f6d375dea5f9b
909,Ryan Benoit,1989-08-25,165.1,172.72,ORT,20999e27ddd94bda
910,Pat Benson,1974-07-14,175.26,175.26,,a25f3dc0df974597
911,Len Bentley,1982-11-30,175.26,175.26,,592d23aed850e652
912,Steve Berger,1973-05-20,180.34,180.34,ORT,21b1132949f2a9b0
913,Kenneth Bergh,1989-06-26,187.96,187.96,ORT,aa8189053b3a8994
914,Bret Bergmark,1973-11-24,175.26,175.26,,2891c9f7b26b26fc
915,Keith Berish,1985-11-14,182.88,185.42,ORT,e3779ef06e98f185
916,Dennis Bermudez,1986-12-13,167.64,167.64,ORT,6f242453c91a5af0
917,Manny Bermudez,1994-07-16,177.8,180.34,ORT,2dc1bc1a02961656
918,Talita Bernardo,1987-03-04,162.56,172.72,ORT,5b2325cd70dbe2ea
919,Dave Berry,,,,,b3bbe88fecd6a0d2
920,Keith Berry,1987-10-25,185.42,185.42,,0b935b9bbbe5fc07
921,Dieusel Berto,1960-07-16,175.26,175.26,,0db70ca89e1c7374
922,Edson Berto,1983-07-05,167.64,175.26,ORT,66766984842c13dc
923,Allen Berube,1974-08-25,172.72,172.72,ORT,aebfb84d1f6d2d8c
924,Anton Berzin,1989-09-29,187.96,196.85,ORT,8ba8e8d7eafa7267
925,Scott Bessac,,193.04,193.04,,3f24c96753dbd9f9
926,Matt Bessette,1984-12-28,177.8,177.8,ORT,0b8d512c79b4baf3
927,Khadzhi Bestaev,1988-07-16,198.12,193.04,,e05f4ce199baca91
928,Fernando Bettega,1980-03-10,182.88,182.88,,a524710c3ef918fa
929,Arjan Bhullar,1986-05-13,185.42,190.5,ORT,7e511f8d842a109d
930,KB Bhullar,1991-10-12,193.04,198.12,SWI,9cd047a828dd7515
931,Bibulatov Magomed,1988-08-22,165.1,165.1,ORT,87f19d19f4cb73f8
932,David Bielkheden,1979-06-06,177.8,180.34,ORT,1efa064872f089d0
933,Jeremiah Billington,1977-11-14,175.26,175.26,ORT,b3b6e80b7d5f8f0d
934,Scott Bills,,177.8,177.8,,53f02bbc41d99432
935,Anthony Birchak,1986-05-16,172.72,175.26,ORT,c5a126ace82a6025
936,Chris Birchler,1987-06-05,190.5,200.66,SWI,8a22c6b4d29880a3
937,Michael Bisping,1979-02-28,185.42,190.5,ORT,2b93ebd9f5417ad2
938,Amaury Bitetti,,175.26,175.26,ORT,7a359ef685a304a7
939,Simon Biyong,1991-04-05,198.12,187.96,,27ab7257bf6a3b65
940,Jan Blachowicz,1983-02-24,187.96,198.12,ORT,99df7d0a2a08a8a8
941,Jason Black,1972-07-15,172.72,172.72,ORT,b2f743746e8dcfa2
942,Brad Blackburn,1977-05-25,177.8,185.42,ORT,7e69a4b0961aa555
943,Jason Blackford,,170.18,170.18,,619d807fa54ae8f7
944,Tom Blackledge,,182.88,195.58,ORT,2adb11835acd815b
945,Sherrard Blackledge,1993-08-16,180.34,190.5,ORT,0e5c79b3594ff0ad
946,Maximo Blanco,1983-10-16,172.72,180.34,ORT,4a1329cc8eb0928a
947,David Blanco,1986-11-15,170.18,170.18,,ebf298f8ac7e232b
948,Curtis Blaydes,1991-02-18,193.04,203.2,ORT,fa6796c55d6c5440
949,Arlene Blencowe,1983-04-11,165.1,170.18,,35d6337320a4ae48
950,Byron Bloodworth,1983-08-16,172.72,175.26,ORT,ecdf14f4f8643d39
951,Dashawn Boatwright,1988-02-29,182.88,193.04,ORT,046a85108610c0d2
952,Chase Hooper,1999-09-13,185.42,187.96,SOU,971246648e162f0d
953,Darrell Horcher,1987-07-28,177.8,177.8,SOU,18e8b7070228e728
954,Moti Horenstein,1964-03-23,193.04,193.04,ORT,baf942f4bcb09894
955,Yoshinori Horie,1995-05-10,172.72,177.8,ORT,3fa7688bfe48a493
956,Kyoji Horiguchi,1990-10-12,165.1,167.64,ORT,98aa60cf58071fd6
957,Jeremy Horn,1975-08-25,185.42,187.96,ORT,8d26912cd2aeb366
958,Matt Horning,1976-08-18,162.56,162.56,,21632ba272c0785a
959,Chris Horodecki,1987-09-24,175.26,175.26,ORT,e29cf523ebd155c5
960,Jamey-Lyn Horth,1990-03-30,170.18,170.18,,5c637af9472ae7cc
961,Matt Horwich,1978-10-02,185.42,180.34,ORT,049d698d773eb3e1
962,John Hosman,1980-11-13,177.8,177.8,SOU,57591bbf1623574e
963,Saeed Hosseini,,,,,21f2974fd08085e3
964,Jeff Hougland,1978-08-02,170.18,172.72,ORT,97a8f39186f489db
965,Trey Houston,1988-06-08,180.34,172.72,,c6668eeb261588d3
966,Jamie Houston,,187.96,187.96,,4b1896310a907656
967,Brian Houston,1981-04-26,187.96,198.12,ORT,36fbaa49a09ff997
968,Harold Howard,,187.96,187.96,ORT,a2b06ca02bca14c0
969,John Howard,1983-03-01,170.18,182.88,ORT,fc31f896cde2bc2e
970,Shane Howell,1983-11-28,172.72,175.26,ORT,a7de976620f2ed13
971,Carlos Huachin,1996-06-04,162.56,170.18,SOU,225def29ecfe0fc1
972,Brady Huang,1992-12-16,175.26,175.26,ORT,1ec1b6a7a29ffc71
973,Austin Hubbard,1991-12-22,177.8,180.34,ORT,d2cd7a69cc55e7ed
974,Collin Huckbody,1994-09-29,190.5,193.04,ORT,f372a848d250e006
975,Alex Huddleston,1986-08-11,200.66,207.01,,8b9197746bd3e005
976,Roger Huerta,1983-05-20,175.26,177.8,ORT,daf1b84aebd6602b
977,Casey Huffman,,190.5,190.5,,737d93a42b8c2e94
978,Matt Hughes,1973-10-13,175.26,185.42,SWI,621a6c59f88a44fe
979,Mark Hughes,1973-10-13,175.26,175.26,SOU,d62bb4d84a7267ba
980,Jeff Hughes,1988-05-17,187.96,195.58,ORT,6a11e325aa60ad02
981,David Hulett,1980-09-07,177.8,177.8,,b0718335e9868cfd
982,Bryan Humes,,187.96,187.96,,b9c75e7fc910f587
983,Abongo Humphrey,,180.34,180.34,ORT,cb1b4d237b0079e6
984,Mark Hunt,1974-03-23,177.8,182.88,ORT,eef9b891edbd4604
985,Alex Hunter,,175.26,175.26,ORT,baa5358456803df8
986,Adam Hunter,1983-10-16,185.42,185.42,ORT,edc9eb3051f444fa
987,Joe Hurley,1978-06-24,172.72,172.72,,21b54430c8eeb9cc
988,Solomon Hutcherson,1972-08-31,180.34,180.34,SOU,155bfc7ed36622df
989,Dan Bobish,1970-01-26,187.96,187.96,SOU,f348d05403fad037
990,Mark Bocek,1981-10-24,172.72,190.5,ORT,cf9d24e4bd0cf2ce
991,Kyle Bochniak,1987-02-05,170.18,177.8,ORT,c5af5750e8bae4f0
992,James Bochnovic,1989-02-13,193.04,205.74,ORT,984d15d5dc7bfcf9
993,Jeremy Boczulak,,,,,1afd74f8cb0719f3
994,Tim Boetsch,1981-01-28,182.88,187.96,ORT,c80095f6092271a7
995,Galore Bofando,1982-05-22,180.34,182.88,SWI,8a56ea383fd26e52
996,Jay Bogan,1983-09-13,172.72,172.72,,53c21779d84ceb75
997,Roman Bogatov,1990-12-15,172.72,185.42,ORT,d61316139d68dbe3
998,Derek Bohi,1979-12-09,193.04,195.58,,70a1c7626b5e0599
999,Jerry Bohlander,1974-02-12,180.34,180.34,ORT,93892752c5fc23ca
1000,Kotetsu Boku,1977-05-27,175.26,175.26,ORT,d227958e8a0c1466
1001,Kyle Bolt,,187.96,200.66,,9d455d5cfe6a0e35
1002,Luc Bondole,1982-07-02,187.96,203.2,,8691881b31c16b88
1003,Tony Bonello,,187.96,187.96,,702a72aa7a266d86
1004,Jesse Bongfeldt,1980-08-28,182.88,182.88,ORT,934de214814b8ff4
1005,Marcos Bonilla,1985-07-17,177.8,176.53,,d311fbefff44a39b
1006,Stephan Bonnar,1977-04-04,193.04,200.66,ORT,c6a33ff198aaaeeb
1007,Rogerio Bontorin,1992-04-25,165.1,170.18,ORT,07a2bdaa0afdd831
1008,Ray Borg,1993-08-04,162.56,160.02,ORT,a4de54ea806fb525
1009,Igor Borisov,1964-05-18,182.88,182.88,ORT,0313bf497de9c470
1010,Calen Born,1988-05-24,172.72,182.88,SWI,3c85e04b08a05751
1011,Tanner Boser,1991-08-02,187.96,190.5,ORT,04c8b08b16a5b99e
1012,Steve Bosse,1981-07-29,180.34,182.88,ORT,e023fa2e648ea0f1
1013,Marcus Bossett,,185.42,185.42,ORT,e8fb8e53bc2e29d6
1014,Chris Bostick,,180.34,180.34,,239224bedeb2c7a4
1015,Poliana Botelho,1988-12-15,172.72,170.18,ORT,5c126c6aac3ef364
1016,Francois Botha,1968-09-28,187.96,187.96,ORT,545d549d6bf87187
1017,Gregory Bouchelaghem,,187.96,187.96,SWI,59851163aaf1aed8
1018,Roy Boughton,1992-05-26,182.88,182.88,,2aaf0181432adf0b
1019,Rich Bouphanouvong,,170.18,170.18,,611b9c068c9e2c44
1020,Mike Bourke,1970-07-16,182.88,182.88,ORT,dfdd0c5dd0d4bc23
1021,Jess Bouscal,,,,,38b1417ec17072da
1022,Tai Bowden,,180.34,180.34,,2efbc83a6b9b7f86
1023,Melton Bowen,1969-07-16,182.88,182.88,ORT,81ca2c245b19b3c5
1024,Kyron Bowen,1993-12-22,190.5,185.42,ORT,5488b3c67600333a
1025,Brian Bowles,1980-06-22,170.18,177.8,ORT,b26d3e3746fb4024
1026,Roger Bowling,1982-12-05,175.26,172.72,ORT,3b9f723e2720a238
1027,Blake Bowman,1981-06-20,187.96,187.96,,a95a0504fd73bd3e
1028,Ashe Bowman,1976-11-17,175.26,175.26,,8a0a35e7c74bebcc
1029,Colley  Bradford,,170.18,170.18,,1433786ac76cf777
1030,Kyle Bradley,1982-08-19,175.26,180.34,ORT,a6959da32f0e6b5d
1031,Paul Bradley,1983-06-13,175.26,182.88,ORT,c7011de4765d2497
1032,Sean Brady,1992-11-23,177.8,182.88,ORT,45f7cb591c3ab00b
1033,Ebenezer Fontes Braga,1969-04-14,182.88,182.88,ORT,dc950d59dc590aca
1034,Ramiz Brahimaj,1992-11-17,177.8,185.42,ORT,3d074044a33825e7
1035,Joe Brammer,1983-08-23,172.72,172.72,ORT,013da757877044a2
1036,David Branch,1981-09-26,185.42,198.12,ORT,d2c55d1d2e67773b
1037,Diego Brandao,1987-05-27,170.18,162.56,ORT,c2e3e67b5911bfb7
1038,Michael Bravo,,,,,dc63542668295c23
1039,Martin Bravo,1993-09-21,172.72,180.34,SOU,9c44f290f5726d95
1040,Mike Breeden,1989-04-21,177.8,177.8,ORT,d80ee110748171ac
1041,Tom Breese,1991-09-26,190.5,185.42,SOU,1588b787bda7b540
1042,Chris Brennan,1971-10-12,172.72,172.72,ORT,b19fc66613dc75b9
1043,Charlie Brenneman,1981-02-09,177.8,177.8,ORT,98f6da59d765ec94
1044,Robert Breslin,,180.34,180.34,,e319d6697d41f3cf
1045,Mack Brewer,,175.26,175.26,,106a925d947a0de9
1046,Marcos Brigagao,1996-04-01,190.5,193.04,SOU,11547e29f253fb89
1047,Jason Brilz,1975-07-07,180.34,180.34,ORT,497ba5b12a4bfc47
1048,Marcus Brimage,1985-04-06,162.56,180.34,SOU,81801f57bd0a7c41
1049,Aaron Brink,1974-11-12,190.5,190.5,ORT,cf1a88371c8cb690
1050,Henry Briones,1980-10-22,172.72,175.26,ORT,01fcef7e3d051722
1051,Marcelo Brito,1977-11-27,185.42,185.42,ORT,3a97fda0de6f1fa4
1052,Antwain Britt,1978-05-09,185.42,195.58,,2833f50b20e96e52
1053,Drew Brokenshire,1986-06-27,175.26,175.26,,aa571d75f80fde7d
1054,Mike Bronzoulis,1979-01-05,182.88,190.5,,df3c39573d01f55b
1055,Jonathan Brookins,1985-08-13,182.88,187.96,SOU,b0a6124751a56bc4
1056,Will Brooks,1986-10-08,177.8,182.88,ORT,b6e6c3b1dcaae0a1
1057,Jarred Brooks,1993-05-02,160.02,157.48,SWI,81d9df19e255b8b6
1058,Rob Broughton,1983-03-03,187.96,187.96,ORT,a7d687e6ecb30981
1059,Lee Brousseau,1974-10-04,185.42,185.42,,0974d8d4053a7237
1060,Matt Brown,1981-01-10,182.88,190.5,ORT,31123249b0bbf52e
1061,Mike Brown,1975-09-08,167.64,177.8,ORT,e0b74df14f52cd15
1062,Dominic Brown,1982-06-04,180.34,180.34,,52b3ec072ad497a4
1063,Todd Brown,1976-12-13,180.34,187.96,ORT,9b68bf67c5695185
1064,Terrell Brown,1983-04-13,175.26,175.26,,85df85a4e276c90e
1065,Chris Brown,,185.42,185.42,,9e2624ac992660c6
1066,Frederick Brown,1976-11-20,182.88,190.5,,880c6b788266a3ef
1067,Randy Brown,1990-07-08,190.5,198.12,ORT,c6aee362c7a7d482
1068,Damien Brown,1984-12-25,177.8,172.72,ORT,d024ed963e8bf7ea
1069,TJ Brown,1990-05-22,175.26,182.88,SWI,d31cbcdd7d69536d
1070,Humberto Brown Morrison,1984-11-03,177.8,180.34,,e9e7e1c8ff289e1b
1071,Travis Browne,1982-07-17,198.12,200.66,ORT,3236bf606fe9fa5b
1072,Junie Browning,1984-05-12,175.26,182.88,ORT,d74cba8566291bfa
1073,Jules Bruchez,1977-08-16,182.88,182.88,SOU,d1dcd4e96464a53d
1074,Justin Bruckmann,,175.26,175.26,ORT,5f8e00c27b7e7410
1075,Cody Brundage,1994-05-16,182.88,182.88,ORT,f14f644d41ade29f
1076,Steve Bruno,1981-11-03,177.8,177.8,ORT,2f3f12002564bb55
1077,Fernando Bruno,1982-02-24,167.64,180.34,,b8c0f30ee9a98b69
1078,Derek Brunson,1984-01-04,185.42,195.58,SOU,b1a3e0aca758b322
1079,Josh Bryant,1980-04-23,177.8,177.8,ORT,01f022fa494188e2
1080,Dennis Bryant,1985-10-18,182.88,182.88,ORT,3b17353b8002c7d0
1081,Justin Buchholz,1983-08-22,182.88,185.42,ORT,231926533134ec1f
1082,Zak Bucia,1984-09-27,177.8,193.04,,6bbb8dc6e128779e
1083,Courtney Buck,1982-03-19,177.8,187.96,ORT,3feed7d02711d8b7
1084,Joaquin Buckley,1994-04-27,177.8,193.04,SOU,b9437600497350f3
1085,Julia Budd,1983-07-04,170.18,170.18,,dcdc4503b9d49977
1086,Mike Budnik,1974-08-08,175.26,172.72,ORT,b98209144b63ae26
1087,Francisco Bueno,1972-12-23,175.26,175.26,ORT,a72d260b436924c4
1088,Mayra Bueno Silva,1991-08-22,167.64,167.64,ORT,cc8c623cca88f54f
1089,Paul Buentello,1974-01-16,187.96,195.58,ORT,f0abbb6f3444dae7
1090,Modestas Bukauskas,1994-02-10,190.5,198.12,SWI,476fe566d2df676e
1091,Lee Kwan Bum,1986-10-12,187.96,187.96,ORT,c0342805a1948cbb
1092,Josh Bumgarner,1981-05-21,185.42,185.42,,9900ab86a4c458bd
1093,Shawn Bunch,1983-03-19,165.1,167.64,,6e9af164ab91a229
1094,Wuliji Buren,1989-03-01,175.26,175.26,ORT,2296125b6c362355
1095,Shane Burgos,1991-03-19,180.34,190.5,ORT,98d961097baaf308
1096,Joshua Burkman,1980-04-10,177.8,182.88,ORT,6da99156486ed6c2
1097,Mads Burnell,1994-03-06,172.72,175.26,ORT,69f01b25dfabaf6b
